Age,Tenure_Months,Monthly_Charges,Total_Charges,Num_Products,Support_Calls,Satisfaction_Score,Contract_Type,Payment_Method,Internet_Service,Churn
37,13,26.02,320.98,2,4,4,Month-to-Month,Electronic Check,DSL,0
66,8,49.77,391.48,1,3,3,Month-to-Month,Electronic Check,Fiber Optic,1
59,65,49.81,3244.83,2,3,3,Month-to-Month,Electronic Check,No,0
52,43,52.04,2255.81,1,1,4,Two Year,Mailed Check,DSL,1
67,39,36.43,1436.76,3,1,3,Month-to-Month,Credit Card,Fiber Optic,0
35,59,98.32,5790.0,1,3,4,Two Year,Mailed Check,Fiber Optic,0
34,44,32.25,1438.21,2,5,5,Two Year,Bank Transfer,Fiber Optic,0
41,9,83.49,737.16,2,1,3,Two Year,Electronic Check,DSL,0
20,37,32.38,1230.16,1,5,3,Month-to-Month,Credit Card,Fiber Optic,0
49,36,27.05,942.43,3,1,1,Two Year,Mailed Check,No,1
52,28,110.94,3109.97,2,2,4,Month-to-Month,Credit Card,DSL,0
55,42,39.01,1557.23,2,2,1,Month-to-Month,Mailed Check,Fiber Optic,1
30,43,102.13,4373.09,1,1,3,Month-to-Month,Credit Card,Fiber Optic,1
64,42,74.46,3155.69,4,2,4,Two Year,Credit Card,Fiber Optic,1
42,66,27.79,1782.45,3,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
26,55,115.54,6338.69,1,2,3,Month-to-Month,Mailed Check,Fiber Optic,1
21,48,44.7,2025.35,1,2,4,Month-to-Month,Bank Transfer,DSL,0
31,22,105.96,2262.72,3,3,3,Month-to-Month,Credit Card,No,0
54,27,36.88,940.44,2,0,4,Month-to-Month,Bank Transfer,No,0
51,67,105.39,7066.22,3,4,4,Two Year,Electronic Check,DSL,0
28,13,21.32,293.83,2,1,2,One Year,Bank Transfer,Fiber Optic,0
58,45,71.18,3200.3,2,0,5,Two Year,Credit Card,Fiber Optic,0
20,10,96.94,950.27,1,1,2,One Year,Credit Card,No,1
45,9,113.48,1002.36,1,0,5,Two Year,Credit Card,No,0
46,54,110.92,6025.48,2,1,1,Month-to-Month,Mailed Check,No,0
26,27,101.96,2763.56,4,1,3,One Year,Bank Transfer,DSL,0
20,34,108.82,3683.18,1,2,2,One Year,Mailed Check,No,1
42,1,39.92,104.58,2,2,1,Month-to-Month,Credit Card,No,1
51,32,48.42,1646.94,2,0,4,Two Year,Credit Card,Fiber Optic,0
29,71,48.9,3409.61,2,2,4,One Year,Electronic Check,Fiber Optic,1
59,67,57.71,3892.7,3,2,4,Two Year,Electronic Check,Fiber Optic,0
26,20,59.33,1341.09,3,3,3,One Year,Credit Card,Fiber Optic,1
32,35,74.46,2620.11,1,5,3,Month-to-Month,Mailed Check,DSL,0
57,17,35.99,617.6,4,2,4,One Year,Mailed Check,DSL,0
42,18,89.12,1601.37,3,1,3,Month-to-Month,Credit Card,DSL,1
22,45,36.76,1678.71,3,2,4,One Year,Bank Transfer,Fiber Optic,1
28,53,51.03,2742.33,2,0,4,One Year,Mailed Check,DSL,0
51,68,70.33,4720.2,3,5,2,Two Year,Credit Card,Fiber Optic,1
41,65,99.64,6475.28,1,1,4,Month-to-Month,Electronic Check,DSL,0
32,1,93.95,-19.52,1,1,4,Month-to-Month,Credit Card,No,1
55,58,84.55,4893.43,3,1,4,Month-to-Month,Mailed Check,No,1
25,26,35.58,879.95,1,2,2,Month-to-Month,Credit Card,No,1
22,20,74.7,1510.96,1,1,3,Two Year,Bank Transfer,Fiber Optic,0
65,10,28.74,204.58,3,3,3,Two Year,Bank Transfer,DSL,0
43,59,57.74,3381.04,3,4,3,One Year,Mailed Check,Fiber Optic,0
35,41,61.35,2563.68,1,2,2,Two Year,Credit Card,DSL,0
23,5,23.98,86.08,3,2,4,Month-to-Month,Bank Transfer,No,0
54,65,47.4,2985.75,2,2,4,Month-to-Month,Bank Transfer,DSL,0
65,17,115.56,1977.4,2,2,4,Month-to-Month,Electronic Check,Fiber Optic,1
30,22,115.36,2508.59,3,1,2,Two Year,Mailed Check,Fiber Optic,1
45,41,55.23,2255.14,2,2,5,One Year,Electronic Check,No,0
22,68,24.31,1616.59,1,2,2,One Year,Electronic Check,Fiber Optic,0
30,69,37.91,2714.51,1,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0
34,11,59.22,573.52,2,5,5,Month-to-Month,Credit Card,Fiber Optic,1
67,56,114.78,6569.35,2,2,4,Two Year,Electronic Check,Fiber Optic,0
57,51,34.12,1720.59,3,3,5,Month-to-Month,Mailed Check,DSL,0
62,21,96.35,2032.52,3,0,4,One Year,Mailed Check,No,0
49,26,30.87,773.88,2,2,2,Month-to-Month,Credit Card,Fiber Optic,1
46,19,118.13,2213.64,3,2,2,Month-to-Month,Mailed Check,DSL,1
68,60,58.16,3450.36,1,1,3,One Year,Electronic Check,No,0
20,71,97.52,6953.98,1,2,1,Month-to-Month,Credit Card,Fiber Optic,1
57,47,54.26,2479.68,3,1,4,One Year,Mailed Check,No,0
51,71,82.77,5894.88,1,2,3,One Year,Mailed Check,No,0
57,26,39.2,909.98,1,4,4,Month-to-Month,Electronic Check,No,0
44,40,34.6,1397.68,2,3,3,One Year,Electronic Check,DSL,0
30,5,113.81,611.51,2,1,3,One Year,Electronic Check,DSL,0
62,21,111.76,2283.23,3,3,5,Month-to-Month,Electronic Check,No,1
50,4,108.75,468.94,1,3,2,One Year,Credit Card,No,1
23,23,82.54,1900.99,1,4,4,One Year,Credit Card,Fiber Optic,0
41,15,100.83,1592.37,1,3,4,Month-to-Month,Credit Card,Fiber Optic,1
36,8,26.9,172.44,2,1,2,Two Year,Bank Transfer,DSL,0
33,41,53.48,2333.48,1,2,3,Month-to-Month,Electronic Check,No,0
57,19,51.37,856.49,2,2,3,Two Year,Electronic Check,DSL,0
45,46,83.56,3827.28,3,2,4,Two Year,Credit Card,DSL,0
50,28,55.6,1471.87,4,3,4,Month-to-Month,Mailed Check,Fiber Optic,0
65,68,34.85,2462.35,1,2,3,Month-to-Month,Mailed Check,DSL,1
58,15,79.65,1181.66,2,0,4,Month-to-Month,Electronic Check,No,0
30,37,101.44,3744.7,2,1,2,Month-to-Month,Electronic Check,DSL,0
60,1,58.21,80.37,4,1,4,Two Year,Credit Card,DSL,0
62,67,33.23,2226.17,4,1,5,One Year,Electronic Check,Fiber Optic,0
42,24,39.67,922.39,1,1,5,Month-to-Month,Mailed Check,Fiber Optic,1
59,27,43.75,1118.42,2,3,4,One Year,Mailed Check,DSL,1
53,40,49.99,2008.03,1,0,3,Two Year,Electronic Check,Fiber Optic,1
44,63,84.28,5328.58,1,2,5,One Year,Credit Card,Fiber Optic,0
55,61,80.09,4920.26,1,1,3,One Year,Credit Card,No,0
24,36,89.61,3321.6,2,2,4,One Year,Mailed Check,DSL,1
22,24,56.25,1241.31,2,1,2,Month-to-Month,Credit Card,No,0
60,24,102.4,2454.21,1,1,5,Month-to-Month,Mailed Check,Fiber Optic,1
62,4,40.41,221.23,2,1,4,One Year,Electronic Check,DSL,1
68,67,66.9,4476.07,1,2,4,Month-to-Month,Mailed Check,DSL,0
48,34,100.09,3286.15,2,2,1,One Year,Electronic Check,Fiber Optic,1
40,57,38.02,2102.59,1,2,4,One Year,Credit Card,DSL,0
59,49,30.99,1534.94,1,2,4,One Year,Bank Transfer,DSL,0
27,53,108.37,5758.22,2,1,4,Month-to-Month,Bank Transfer,DSL,1
49,23,54.29,1282.3,1,1,3,Month-to-Month,Bank Transfer,Fiber Optic,0
60,69,88.39,6059.86,2,2,3,Month-to-Month,Mailed Check,Fiber Optic,0
47,53,22.53,1207.08,1,2,2,Month-to-Month,Bank Transfer,DSL,0
56,62,89.0,5470.71,2,3,3,Month-to-Month,Mailed Check,Fiber Optic,0
48,41,51.61,2129.01,1,2,2,One Year,Credit Card,No,0
35,57,25.57,1460.15,2,1,3,Month-to-Month,Electronic Check,DSL,0
53,60,80.98,4817.76,3,2,2,Month-to-Month,Bank Transfer,No,0
19,54,44.08,2458.23,1,2,2,Month-to-Month,Mailed Check,Fiber Optic,0
31,70,58.68,4022.32,2,2,1,Month-to-Month,Credit Card,No,0
30,57,28.06,1592.34,1,2,5,Month-to-Month,Credit Card,DSL,1
46,10,34.72,305.05,2,2,3,Month-to-Month,Bank Transfer,No,0
29,40,49.8,2083.71,1,1,3,Two Year,Credit Card,Fiber Optic,0
56,7,28.98,232.78,2,0,3,Month-to-Month,Credit Card,Fiber Optic,0
19,38,111.08,4188.57,2,1,4,One Year,Credit Card,Fiber Optic,1
49,61,20.6,1242.61,4,5,5,Two Year,Mailed Check,DSL,0
30,3,68.39,298.23,2,4,2,Month-to-Month,Credit Card,No,1
63,51,32.32,1601.01,2,3,3,Two Year,Credit Card,Fiber Optic,0
44,47,50.77,2297.97,2,2,5,Month-to-Month,Credit Card,DSL,1
66,68,112.61,7672.03,4,2,3,Month-to-Month,Credit Card,DSL,0
58,38,36.17,1390.14,3,2,1,Month-to-Month,Credit Card,DSL,1
34,36,116.58,4230.18,1,2,2,Month-to-Month,Mailed Check,Fiber Optic,1
57,41,40.58,1697.41,3,0,1,Month-to-Month,Credit Card,Fiber Optic,0
48,69,94.16,6585.58,2,1,5,Month-to-Month,Credit Card,Fiber Optic,0
51,13,74.67,884.8,3,1,3,One Year,Electronic Check,DSL,1
41,58,108.45,6229.96,3,0,5,Two Year,Credit Card,Fiber Optic,0
62,50,75.4,3803.11,1,4,5,Month-to-Month,Credit Card,Fiber Optic,1
52,30,73.46,2148.52,2,2,4,Month-to-Month,Mailed Check,DSL,1
65,62,39.55,2379.27,1,0,1,Month-to-Month,Credit Card,DSL,0
23,25,36.62,1008.79,1,2,1,Month-to-Month,Mailed Check,DSL,0
36,27,111.65,2933.55,1,0,3,One Year,Bank Transfer,No,0
47,51,52.78,2674.22,2,3,3,Month-to-Month,Credit Card,Fiber Optic,0
24,57,57.21,3258.0,1,2,4,Month-to-Month,Electronic Check,No,0
27,47,95.98,4576.52,1,1,3,One Year,Mailed Check,DSL,1
58,39,53.88,2007.88,2,1,5,Two Year,Bank Transfer,No,0
49,16,115.21,1864.13,1,3,3,Month-to-Month,Electronic Check,Fiber Optic,1
51,22,93.79,2018.86,1,3,4,One Year,Mailed Check,Fiber Optic,0
45,54,79.74,4337.34,1,3,5,Month-to-Month,Bank Transfer,DSL,1
32,21,108.09,2224.55,1,0,2,Month-to-Month,Electronic Check,Fiber Optic,1
47,16,24.96,477.98,2,0,2,Month-to-Month,Credit Card,No,0
54,59,45.71,2651.84,1,3,2,Month-to-Month,Electronic Check,DSL,1
46,31,66.5,1938.4,4,3,2,Two Year,Electronic Check,DSL,1
39,42,42.7,1753.96,2,1,3,Month-to-Month,Electronic Check,Fiber Optic,1
21,32,94.39,3007.41,1,4,3,Month-to-Month,Mailed Check,No,1
37,59,111.92,6657.4,1,0,3,Month-to-Month,Credit Card,Fiber Optic,0
49,34,62.38,2058.0,2,1,5,Month-to-Month,Credit Card,DSL,0
53,9,54.21,425.96,2,3,2,One Year,Mailed Check,Fiber Optic,1
67,11,116.16,1325.79,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,1
21,10,64.49,576.14,1,2,1,Month-to-Month,Credit Card,No,0
44,17,68.9,1162.35,3,1,3,One Year,Electronic Check,Fiber Optic,0
34,68,55.16,3742.95,1,4,3,Month-to-Month,Credit Card,Fiber Optic,0
29,48,110.95,5336.48,1,2,5,Month-to-Month,Mailed Check,DSL,0
39,52,76.9,3961.31,3,2,3,Month-to-Month,Bank Transfer,No,1
34,25,96.22,2359.15,2,1,1,Month-to-Month,Electronic Check,Fiber Optic,0
27,21,101.18,2141.52,1,4,3,Month-to-Month,Credit Card,No,1
18,65,54.18,3476.9,2,5,2,Month-to-Month,Credit Card,Fiber Optic,1
39,63,63.37,3924.31,1,2,2,One Year,Credit Card,No,0
43,51,104.85,5408.74,2,2,4,One Year,Mailed Check,No,0
35,36,56.33,2052.28,2,0,1,One Year,Mailed Check,DSL,0
67,66,99.39,6648.12,3,3,3,Two Year,Bank Transfer,No,0
31,15,114.1,1750.7,4,2,4,Month-to-Month,Mailed Check,DSL,0
64,39,82.32,3147.07,4,5,3,Two Year,Electronic Check,Fiber Optic,1
46,70,94.16,6596.02,4,6,1,Month-to-Month,Mailed Check,No,1
29,1,100.51,49.73,2,3,5,Month-to-Month,Credit Card,DSL,0
53,23,104.5,2320.92,1,3,3,Month-to-Month,Electronic Check,Fiber Optic,1
52,39,59.51,2298.53,2,3,4,Month-to-Month,Mailed Check,Fiber Optic,0
69,57,25.13,1481.49,2,2,3,Two Year,Electronic Check,Fiber Optic,0
29,34,60.19,2060.21,3,3,3,Month-to-Month,Electronic Check,No,0
24,41,87.38,3513.04,1,2,3,Month-to-Month,Mailed Check,Fiber Optic,0
46,13,65.04,821.4,4,0,3,Month-to-Month,Electronic Check,No,0
28,70,94.9,6635.86,3,2,1,Month-to-Month,Credit Card,DSL,0
50,6,55.7,249.74,4,2,3,Month-to-Month,Credit Card,DSL,1
23,52,83.47,4376.1,3,2,5,Month-to-Month,Mailed Check,Fiber Optic,0
64,3,38.64,104.48,1,2,4,Month-to-Month,Mailed Check,Fiber Optic,1
32,63,94.94,5911.69,1,1,2,Two Year,Credit Card,DSL,0
49,49,74.57,3581.57,1,2,4,Month-to-Month,Mailed Check,Fiber Optic,1
68,47,40.41,1954.3,1,5,5,Month-to-Month,Credit Card,Fiber Optic,0
28,55,49.19,2686.41,2,1,4,One Year,Electronic Check,No,0
40,64,94.86,6130.56,3,0,2,Two Year,Mailed Check,DSL,0
43,65,68.26,4515.51,3,2,5,Month-to-Month,Bank Transfer,Fiber Optic,0
51,67,41.6,2838.32,2,0,3,Month-to-Month,Credit Card,Fiber Optic,1
63,15,116.73,1724.28,1,3,3,Two Year,Credit Card,No,0
51,32,91.51,2803.43,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
46,68,115.71,7883.93,1,3,5,Month-to-Month,Bank Transfer,No,0
21,18,62.71,1233.36,1,4,5,Month-to-Month,Bank Transfer,No,1
34,43,67.51,2901.16,2,1,5,Two Year,Bank Transfer,Fiber Optic,0
52,35,109.8,3743.51,1,1,1,Two Year,Credit Card,DSL,0
30,58,72.5,4171.26,1,1,5,Two Year,Credit Card,No,0
58,33,90.73,2984.9,1,2,1,Month-to-Month,Bank Transfer,Fiber Optic,1
56,14,45.22,578.18,2,1,3,Month-to-Month,Mailed Check,Fiber Optic,0
32,34,64.67,2070.58,2,3,3,Month-to-Month,Bank Transfer,Fiber Optic,0
46,61,32.34,1967.85,2,4,3,Two Year,Electronic Check,No,0
46,4,40.6,123.16,2,2,4,Two Year,Bank Transfer,No,1
28,59,20.09,1273.94,4,3,3,Month-to-Month,Bank Transfer,No,0
69,29,23.93,699.02,1,1,5,One Year,Bank Transfer,DSL,1
49,6,117.73,729.86,2,1,2,Month-to-Month,Mailed Check,Fiber Optic,0
19,49,44.24,2161.81,2,4,3,Month-to-Month,Bank Transfer,DSL,1
64,40,86.33,3457.89,2,3,5,One Year,Bank Transfer,DSL,0
31,65,103.91,6671.54,4,1,1,Month-to-Month,Credit Card,No,1
37,69,75.07,5127.82,1,3,4,Month-to-Month,Bank Transfer,Fiber Optic,0
39,27,35.31,1007.8,2,2,4,Month-to-Month,Electronic Check,Fiber Optic,0
28,6,92.81,567.33,1,2,3,Two Year,Credit Card,Fiber Optic,0
44,13,80.03,1020.46,2,4,4,Two Year,Mailed Check,No,0
20,64,93.13,5984.63,1,2,2,Two Year,Credit Card,DSL,1
34,62,96.97,6037.43,1,2,5,One Year,Mailed Check,DSL,0
61,19,117.54,2332.8,2,4,2,Month-to-Month,Mailed Check,Fiber Optic,1
45,43,77.36,3334.63,2,4,3,Month-to-Month,Electronic Check,Fiber Optic,0
46,20,54.16,1030.07,1,2,1,Two Year,Bank Transfer,No,0
38,68,84.85,5764.02,2,1,3,One Year,Electronic Check,No,0
64,44,26.84,1211.34,2,1,4,One Year,Credit Card,Fiber Optic,0
33,23,109.74,2573.8,1,2,5,One Year,Mailed Check,No,0
54,2,31.94,-16.87,2,2,4,Two Year,Credit Card,Fiber Optic,1
37,22,52.78,1173.85,2,2,3,Month-to-Month,Mailed Check,No,0
23,57,101.57,5744.63,2,2,5,Month-to-Month,Credit Card,DSL,0
36,7,79.73,529.78,1,2,3,One Year,Mailed Check,Fiber Optic,0
22,56,59.36,3366.45,1,2,4,Two Year,Electronic Check,Fiber Optic,0
20,67,67.34,4549.09,2,2,4,One Year,Mailed Check,DSL,0
18,16,105.45,1653.29,4,2,3,Month-to-Month,Bank Transfer,DSL,1
55,51,54.0,2746.11,2,6,4,Month-to-Month,Electronic Check,Fiber Optic,0
32,12,106.96,1256.72,1,2,2,One Year,Bank Transfer,Fiber Optic,0
51,53,28.81,1671.52,2,1,4,One Year,Credit Card,DSL,1
52,5,97.68,502.32,3,3,4,One Year,Credit Card,Fiber Optic,0
66,27,104.75,2786.28,1,1,5,Month-to-Month,Mailed Check,Fiber Optic,1
42,12,38.18,524.27,4,5,5,Two Year,Mailed Check,Fiber Optic,0
41,17,63.03,1139.38,4,2,3,One Year,Credit Card,Fiber Optic,1
29,6,36.55,308.88,1,1,4,One Year,Electronic Check,DSL,0
35,5,90.66,557.7,4,2,3,Month-to-Month,Bank Transfer,Fiber Optic,0
32,57,73.53,4226.6,1,1,3,Month-to-Month,Credit Card,No,1
61,28,83.53,2321.35,3,0,5,Two Year,Electronic Check,Fiber Optic,0
33,69,39.65,2725.72,2,5,5,Month-to-Month,Bank Transfer,Fiber Optic,0
44,59,41.17,2414.43,2,3,5,Month-to-Month,Mailed Check,Fiber Optic,0
25,33,24.15,776.76,2,1,2,Month-to-Month,Electronic Check,DSL,0
63,62,52.21,3299.02,3,4,5,One Year,Electronic Check,Fiber Optic,0
42,50,75.97,3798.54,1,0,5,Month-to-Month,Credit Card,No,1
34,19,105.79,2058.58,2,2,3,Month-to-Month,Bank Transfer,DSL,1
46,69,86.69,6015.44,1,0,3,Two Year,Credit Card,No,0
25,66,63.54,4138.71,1,4,4,One Year,Mailed Check,DSL,0
32,47,115.31,5333.71,1,4,4,Month-to-Month,Mailed Check,Fiber Optic,0
44,39,91.92,3523.05,2,2,5,Month-to-Month,Bank Transfer,No,0
63,68,113.02,7664.02,1,2,3,Two Year,Bank Transfer,No,1
67,33,72.76,2407.8,1,3,4,Month-to-Month,Bank Transfer,No,0
69,13,45.89,564.15,1,1,4,One Year,Credit Card,No,0
24,54,25.28,1400.27,1,4,3,Month-to-Month,Bank Transfer,Fiber Optic,0
20,7,92.61,621.89,2,0,5,Two Year,Bank Transfer,Fiber Optic,0
